,Name,Corrdinates,Corrdinates_ll,latitude,longtitude
213,Halmahera Utara,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=1.5074308,127.8936663&amp;z=9&amp;ftid=0x329afa96b16ac6f9:0x4739382324e18b3&amp;q=North+Halmahera+Regency,+North+Maluku,+Indonesia&amp;ved=0ahUKEwiYpLrssobeAhVMIMAKHdQ3Al0Q_BIIXDAM"" style=""height:160px""><img alt=""Map for North Halmahera Regency"" height=""160"" src=""/maps/vt/data=ykBt8FN9LAZQAbTjiAj50Tkh-aUwS4WgYL0MJEIC9iLbsnSgApw1Nxc_cIOzT7_KjM_Sj2-nzDliNKwEF7B8q9ABpXFZh1nezJIzI7rd281yiss5a4Ua256RAfYzyjb0ka3kFYU3M-c86pn2LEqZQSaRyw6VGX4Z68sJWpq9p66jiErLgwkHWeJGDWw4XeyVh2a9A_ilZ74FeEuZ6oEyGW_8AtmQHZO6fo9r4pQB"" title=""Map for North Halmahera Regency"" width=""260""/></a></div>]","1.5074308,127.8936663",1.5074308,127.8936663
214,Kepulauan Sula,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=-1.8321222,125.958777&amp;z=10&amp;ftid=0x2d777d316055c919:0x723f9b6ccc39be4&amp;q=Kepulauan+Sula+Regency,+North+Maluku,+Indonesia&amp;ved=0ahUKEwj_2fXssobeAhXLC8AKHUOFBOwQ_BIIWzAQ"" style=""height:160px""><img alt=""Map for Kepulauan Sula"" height=""160"" src=""/maps/vt/data=ZPsTD_m6xECZD2UQzEPE7nCROv_NIcO-QK6wI-AxZ4NC-VJUnMwFpdrdxDwSgTRCNkPBt7ikS2Ss9PzGwoJatR1wSWGOBBRx3qa6EjgPm21jxEQHxbm1NNYBxeLpsZySxFUe8xeproAJug5JOtNz0-P6lcKZV2bhevbQaqFdP0CGLIFDCt20Sm3VRpexiwi1bnAE9w8fip_0-gHHqecN1P7AAqDGLYIrq3JQRI1w"" title=""Map for Kepulauan Sula"" width=""260""/></a></div>]","-1.8321222,125.958777",-1.8321222,125.958777
215,Pulau Morotai,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=2.3656672,128.4008357&amp;z=10&amp;ftid=0x3290dad928407189:0x4e2945b2a17749a&amp;q=Morotai+Island,+Morotai+Island+Regency,+North+Maluku,+Indonesia&amp;ved=0ahUKEwj0-b3tsobeAhUKL8AKHS1mBT4Q_BIIYTAQ"" style=""height:160px""><img alt=""Map for Morotai Island"" height=""160"" src=""/maps/vt/data=l6S8hEUqSnxRt0CtY2ogndxkx5eYtno6TP-tTQ51hvDgthrh7RvBZRBWOY3KDWK-sH66i_U_NA0BtK4xrdwNntsWyAOTj0S7QqiHogNNf9gxcInm7-To2XAbpJmtgKFw8UnneXS4AHMM91ZnLuYKyLaeOUGd-4WmYFZsiFYCXhHYnF8Uf6PBnXjBwxkJJGT4E6HetuCHmOGiH9kdZF8c3bIq7KLbuAMp194Mbjg3"" title=""Map for Morotai Island"" width=""260""/></a></div>]","2.3656672,128.4008357",2.3656672,128.4008357
216,Bima,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=-8.4642661,118.7449028&amp;z=14&amp;ftid=0x2db58bd13e1c9627:0xb90f58a9623e07f8&amp;q=Bima,+Mpunda,+Bima,+West+Nusa+Tenggara,+Indonesia&amp;ved=0ahUKEwiszYfusobeAhVkJsAKHSUTDz4Q_BIIVTAM"" style=""height:160px""><img alt=""Map for Bima Indonesia"" height=""160"" src=""/maps/vt/data=3TvV3jC557kfRhOo78HCBpFxVmEUsse2oksOASXDxiYBi2NZ5G41QC5b793uARLSVlrAXMqwXy2SqI4OwvQulE0QZMreVkmqmLVPCxmp1ZuRHBI4mQL75AiWko2bnovN-9KeqcfjYnO_TK-8d3MlgWJriZzWcEyMYymW0-yS1O8ZaevEPpL5J63VLABNQ4OH7NlsxEuG1MIslOhwq9NI6uqAS1L9ha-A4R_oZjhcpw"" title=""Map for Bima Indonesia"" width=""260""/></a></div>]","-8.4642661,118.7449028",-8.4642661,118.7449028
217,Dompu,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=-8.5363958,118.3461948&amp;z=10&amp;ftid=0x2dca462195f3dcc1:0xcebbd0792a711a62&amp;q=Dompu+Regency,+West+Nusa+Tenggara,+Indonesia&amp;ved=0ahUKEwjq9rPusobeAhUJWsAKHWhQAsUQ_BIIYjAP"" style=""height:160px""><img alt=""Map for Dompu"" height=""160"" src=""/maps/vt/data=SuRkJ5nDBeq_XasYY-0H3auH081JtFUlyNXYfn6EADK26pMURMX5bkXQxHBhxVxJujKm-FVjqJmNFBiF656jj4NjDS9FELm7INmyY1sFlC9imtgXWjTufFYmW_U7GPfMnIdhrbIzBT9KRAY9f6NdWFe_b0hzU007pDWRM1Jp8PszgLaWL-mpjYvnIDUGRykypNzxcZnpx0JxAdhhnu3L_YHklTqGVFHAxxDUkT6yTQ"" title=""Map for Dompu"" width=""260""/></a></div>]","-8.5363958,118.3461948",-8.5363958,118.3461948
218,Lombok Barat,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=-8.6464599,116.1123078&amp;z=11&amp;ftid=0x2dcdbe64e180c41d:0x3030bfbcaf7d090&amp;q=West+Lombok+Regency,+West+Nusa+Tenggara,+Indonesia&amp;ved=0ahUKEwjYruXusobeAhVJWsAKHc2XBuAQ_BIIWzAM"" style=""height:160px""><img alt=""Map for West Lombok Regency"" height=""160"" src=""/maps/vt/data=75RVQ9vkaQRMH94Mo1kXjiFl9Sfuh284338v66tBNeXS1ye1zlPQ2STdkyi1O7kKis1o0BVLBA_9TuQ-ZsqvUSF3xBA9k7noOmOXfBxjuC3xeHxPq-kGN0dYiLF6PVi5sL2tBTTeI-VSIAcZy7ItW9O_ilORD3V41ZwoWOrI3qdjJ3MBOjYowtvaW1HaQh9Ee6oAxLlk3LBAZVDghweTAkWnwC3pa5iUWAudgcJ0"" title=""Map for West Lombok Regency"" width=""260""/></a></div>]","-8.6464599,116.1123078",-8.6464599,116.1123078
219,Lombok Tengah,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=-8.694623,116.2777073&amp;z=10&amp;ftid=0x2dcdb0939de7001f:0x3030bfbcaf7d0a0&amp;q=Central+Lombok+Regency,+West+Nusa+Tenggara,+Indonesia&amp;ved=0ahUKEwjZ8JfvsobeAhVLC8AKHSobBIsQ_BIIXzAM"" style=""height:160px""><img alt=""Map for Central Lombok Regency"" height=""160"" src=""/maps/vt/data=UnLHfTaooKlQ3JGa2rkMhfC7Q0Ehm52mefeaI8CT6NBIcbsN7YXI2h-yZQWfa5lEiHbFdziI4q9oIQOq4V3Ny2F1zxEHRyzKDhvqnHIkVtJIEkJGVoIMFL5K909Gq2wdhX4mZRlEmYevF8evIyt7tVRemrV9ErE8iDobasiPtXl8KBni4A34qOIu-BY0Wd5_7jAhr2ohYPVMd6wwBeYSyKnkaHfoz2MITda3EQEr"" title=""Map for Central Lombok Regency"" width=""260""/></a></div>]","-8.694623,116.2777073",-8.694623,116.2777073
220,Lombok Timur,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=-8.5134471,116.5609857&amp;z=10&amp;ftid=0x2dcc49ad587f51e3:0x3030bfbcaf7d0b0&amp;q=East+Lombok+Regency,+West+Nusa+Tenggara,+Indonesia&amp;ved=0ahUKEwjVwsrvsobeAhUiB8AKHRuJDjwQ_BIIYTAQ"" style=""height:160px""><img alt=""Map for East Lombok Regency"" height=""160"" src=""/maps/vt/data=8Vz4TGxegD2EKjbclGxGpsnadiCjxZEMFsRmuASkVT0-xQBGKqQR_UAzrwH7toA1A9RchS-FFjoZpPlXYGS-W-GET7E59be8njok3j0eOWz7k7wkSGTTIEWBR1FdmZOrEdYjH-30u_pJc9gq1JrTl-Y641dac88WveuOJMb0WLF43L1KSas9eiKhqumWn6Aw2PkOgmtvUNDwxvE_dj-GYM1DkFTjQHhY4_KTSOSl"" title=""Map for East Lombok Regency"" width=""260""/></a></div>]","-8.5134471,116.5609857",-8.5134471,116.5609857
221,Lombok Utara,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=-8.3739076,116.2777073&amp;z=11&amp;ftid=0x2dcdd0c5f6aca733:0x3030bfbcaf7d0c0&amp;q=North+Lombok+Regency,+West+Nusa+Tenggara,+Indonesia&amp;ved=0ahUKEwjCq4DwsobeAhUDXsAKHTnuDkoQ_BIIYzAQ"" style=""height:160px""><img alt=""Map for North Lombok Regency"" height=""160"" src=""/maps/vt/data=D31_-vMZqPEPMaHfrGBNkxUlwcP34KhG6TV0lrC9tZKYAtg2_fAkV6icvw_YdmGg5Ins0bqFz81Ez2Z3GIy-Y_5k3M9sUJwvkZ8RtgcwKgqH7Is3CPQgF_fwFFAwEM5z7TUmPCk8HgL3Vr5uc_PmdFb5wgWXrWGpConf1R1Y6t0DrC5HtJ4dGUt5hUyNUsYHoWTzpDrRY3kXFNxUeTxMpsNK9qu_unayqyBe2BxR"" title=""Map for North Lombok Regency"" width=""260""/></a></div>]","-8.3739076,116.2777073",-8.3739076,116.2777073
222,Sumbawa,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=-8.738072,118.1171082&amp;z=9&amp;ftid=0x2dca4d68d22b8d27:0x82a1915875a8c41c&amp;q=Sumbawa,+West+Nusa+Tenggara,+Indonesia&amp;ved=0ahUKEwiHrbLwsobeAhWHK8AKHTUgAysQ_BIIXzAQ"" style=""height:160px""><img alt=""Map for Sumbawa"" height=""160"" src=""/maps/vt/data=KmL_juRO3qnGSZShCDB0qI-GcjboweeXuKxliDrMkmR13NDOvgnACbNF4tUhISXGFgo5ASqj_WxuIILcQWUeM4uBJXHdwkBrExGp-Ze_XQ_3M7JbuWXADIUsMj6X4ZZy6uPRTO8dwN5ojYn7jU-928p30-ZQjLAweQ3gpUOZPKOJGfldOTtc1Wccce0BIvCwzUj3GaPeIfDrNDzbVC1OLNGFUC7MMYK_JZzRFV4aRQ"" title=""Map for Sumbawa"" width=""260""/></a></div>]","-8.738072,118.1171082",-8.738072,118.1171082
223,Sumbawa Barat,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=-8.504043,117.428497&amp;z=15&amp;ftid=0x2dcb93380aad61a7:0x3c3f2f1e53fbae7a&amp;q=Sumbawa+Besar,+Seketeng,+Sumbawa+Sub-District,+Sumbawa+Regency,+West+Nusa+Tenggara,+Indonesia&amp;ved=0ahUKEwjunubwsobeAhWIesAKHV8rC_wQ_BIIYTAQ"" style=""height:160px""><img alt=""Map for Sumbawa Besar"" height=""160"" src=""/maps/vt/data=JxmotiTmwtC54sYbGCiSoX0ATi_4U7SCBTBbRB1ldTV0jA0FTksOYC9MM-OXO-2eio8Wl73-EJnFCI_YZUAqC8bT2rdU56_i0lmfs6BcOGwXf9zvHtQsBMEV-CHMuiH7eAVkOf-0A52HUfNZC_KkAsH6"" title=""Map for Sumbawa Besar"" width=""260""/></a></div>]","-8.504043,117.428497",-8.504043,117.428497
224,Alor,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=-8.2928427,124.5528387&amp;z=10&amp;ftid=0x2daa82d2073831f3:0x50077f96fbb4d459&amp;q=Alor+Regency,+East+Nusa+Tenggara,+Indonesia&amp;ved=0ahUKEwiA0qjxsobeAhUIJcAKHayfBk0Q_BIIVjAM"" style=""height:160px""><img alt=""Map for Alor Regency"" height=""160"" src=""/maps/vt/data=5102C4SejAITYQxpoPaXn3Zx9erElELFaVd-R85QHRio4ssTfAwXSZJQVM9l7gOTc5ikUJQHLCQ0m4mOCzPXZCRgzE99iHTnARd_DfjP2Rz81rC_lY5T7VP0PF7e2yNcyNnj4ls22bLYFh13ymhAvbYAqyfxyMKH_Do2ZMxAuTguwGc1BXDy3C-KIaqFdGWeWshmdjmsiYKCGP7jP8GmbYLcbRL3k2jweuIJeBNs4Q"" title=""Map for Alor Regency"" width=""260""/></a></div>]","-8.2928427,124.5528387",-8.2928427,124.5528387
225,Belu,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=51.5212308,-0.1090244&amp;z=15&amp;ftid=0x0:0x2424ed210e5ddba5&amp;q=Belu&amp;ved=0ahUKEwi7wtrxsobeAhXRQ8AKHdmqCBQQ_BIIWDAQ"" style=""height:150px""><img alt=""Map for Belu"" height=""150"" src=""/maps/vt/data=AJN10HdEsgtY3ie57hmFl1HpBYMTFO7BON6oc_-8y8cJDWaZAmDBJ_oLnjDF1fYdHuf_9J6hrTgj7FGhMteaHbkmJZrjC9TXaQ76M6iUVyJhXx7gLKBMBXi-t6x-oTrKr61XGo6pe5AAJMmKV5_nIr1rEYJGn7eR8w"" title=""Map for Belu"" width=""258""/></a></div>]","51.5212308,-0.1090244",51.5212308,-0.1090244
226,Ende,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=-8.854053,121.654198&amp;z=15&amp;ftid=0x2dad58c1b3ad5199:0xd425b8adaf73f2e2&amp;q=Ende,+Kel.+Rukunlima,+South+Ende,+Ende+Regency,+East+Nusa+Tenggara,+Indonesia&amp;ved=0ahUKEwjR94jysobeAhVmAsAKHXq4CHUQ_BIIWTAM"" style=""height:160px""><img alt=""Map for Ende, East Nusa Tenggara"" height=""160"" src=""/maps/vt/data=Nk0OuJY4HTNhCPTQVbO94_JKFX8GbW0hvGDfDwvd6EIN6JqB0HgmH4MWvnTQSxWJDHFT8jV_MzKGmGtnQ1urC5kEA0ybo-93U7MZQwrr8EQ7-sAjH6czv9yxGg"" title=""Map for Ende, East Nusa Tenggara"" width=""260""/></a></div>]","-8.854053,121.654198",-8.854053,121.654198
227,Flores Timur,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=-8.3130942,122.9663018&amp;z=10&amp;ftid=0x2dac80ca2ec03253:0x1c3ae608b958908a&amp;q=East+Flores+Regency,+East+Nusa+Tenggara,+Indonesia&amp;ved=0ahUKEwi_1LvysobeAhXrIMAKHbvpCbUQ_BIIXzAQ"" style=""height:160px""><img alt=""Map for East Flores Regency"" height=""160"" src=""/maps/vt/data=oN_QxBxMJe2AprtltYEkRD9AfrDEm1fV_p5PWrk3-K8OnU6NXPgnUCERzi1qdXNqbzm3ydnnCvDUxTA9VYe6CGImYCLfskXzkw4KKRnSkuEEUfVrWQVn0wAeDRC3Ke4MjGaxtkvLXto0jImOFDauLxLWm_kdkvYnJIYwelzCumL_7K18-ekHlv9jDicuBip6RBCI5fTX98plEOJz5c5J6akKT-IMM9CAgjRBHJ_FNA"" title=""Map for East Flores Regency"" width=""260""/></a></div>]","-8.3130942,122.9663018",-8.3130942,122.9663018
228,Kupang,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=-10.1771997,123.6070329&amp;z=13&amp;ftid=0x2c569b6760b37163:0x26030bfcc0920532&amp;q=Kupang,+Kupang+City,+East+Nusa+Tenggara,+Indonesia&amp;ved=0ahUKEwiMhOvysobeAhXCJ8AKHYjRBuQQ_BIIWDAM"" style=""height:160px""><img alt=""Map for Kupang"" height=""160"" src=""/maps/vt/data=Z3u_2139msZ3vsDlTDlyOeuNBJNOhxjbPdcHDlHjmLAjJFyFo7HrQtcVnrcwb7oVrv9pa__mX4UjawjVy1V3PymOifGXdmytLbdhMHTGxhMBgFrTmKJ5CpdV0CFXNP2nQb4UgpD3-YAXQWstivXFC03FYIfymMnU4w23BEpVEZIuYAOeeWQavX1JPpInv1rVF7W6P8ugG6f2e_C3RIaB7k9xoHWMFh27op4ntckBjQ"" title=""Map for Kupang"" width=""260""/></a></div>]","-10.1771997,123.6070329",-10.1771997,123.6070329
229,Lembata,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=-8.4719075,123.4831906&amp;z=10&amp;ftid=0x2dab0ee4e798f4cd:0xbd928ed7ddfa3168&amp;q=Lembata+Regency,+East+Nusa+Tenggara,+Indonesia&amp;ved=0ahUKEwiR-azzsobeAhUsJsAKHQs2DqsQ_BIIXTAP"" style=""height:160px""><img alt=""Map for Lembata"" height=""160"" src=""/maps/vt/data=8I2z7p_SLgwtcLK8bcZF8AZ-w-RLzIOCtGSBfijWhxlMGTikgm0z-8U0b1J4BvI6BkbYDR5pC6R3XckT33WEtt0tdRNE6dNMYeB_NfVvPOFiZNJR-9OJAU4lezerlk4SUaQsGxhSxAUNGHMH2Ro9Ut3nlkC7_ME_WDUnn6niKVdovxgMjHRLzCLFphNH5auhTRqLj4HYoSU3xys6rSBmfzQVuH-hwgxFzFXlJucKoA"" title=""Map for Lembata"" width=""260""/></a></div>]","-8.4719075,123.4831906",-8.4719075,123.4831906
230,Manggarai,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=-8.6796987,120.3896651&amp;z=10&amp;ftid=0x2db377cb7a53c435:0x3564af615d5f1776&amp;q=Manggarai+Regency,+East+Nusa+Tenggara,+Indonesia&amp;ved=0ahUKEwjiyODzsobeAhWJDsAKHRNzB5MQ_BIIXDAM"" style=""height:160px""><img alt=""Map for Manggarai Regency"" height=""160"" src=""/maps/vt/data=uSRPmHLHZgWGAbaJwHAIArmL50AQksvrZLuRZa3dpvzFde6zJlLMwAxVwzceK81j8H5tqrUQVgov4ogF0qjly_FJFR2SmJY7cpBlLxKdhaVy1n9S_tdza_xjybt_7X16yqcqxd5OwOoxI2V6hcvE9vyuvIWl9Dodqn2IVMZeBL-kKszjIEoSdhS_Z6qM3aByRdkzS3UOC_-3L08EiQOFW8URIiKQ2UPHxyjnHs0vaw"" title=""Map for Manggarai Regency"" width=""260""/></a></div>]","-8.6796987,120.3896651",-8.6796987,120.3896651
231,Manggarai Barat,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=-8.6688149,120.0665236&amp;z=10&amp;ftid=0x2db46184bd8de559:0x1ca432dfafdc49e1&amp;q=West+Manggarai+Regency,+East+Nusa+Tenggara,+Indonesia&amp;ved=0ahUKEwjGyJD0sobeAhXRT8AKHTJ0AkEQ_BIIXzAP"" style=""height:160px""><img alt=""Map for West Manggarai Regency"" height=""160"" src=""/maps/vt/data=x89BftoPhZV5h0Dd7BkaHd30SH-bmbOUmxUzrYtXE36OwI3BzTd6bX5RaUsoJiqpziiDRwAEXheaKmbrnu7raAUIqHi74k3wbm_NNq5k9IhvUuonDNP1fgfAlfXyzjKFLsfLjHNpGgi_61QPaAtuM54CSLEyMlWWZXTC20a_DGMWmH7eIcD4xQp3X-uOdVpyzF-SwhU_r5gC94BjIT0jG8CiBAQ4N2BK-lkKyHm3dg"" title=""Map for West Manggarai Regency"" width=""260""/></a></div>]","-8.6688149,120.0665236",-8.6688149,120.0665236
232,Manggarai Timur,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=-8.6206712,120.6199895&amp;z=10&amp;ftid=0x2db3087e2ab26823:0x4589eae58046c8fa&amp;q=East+Manggarai+Regency,+East+Nusa+Tenggara,+Indonesia&amp;ved=0ahUKEwj39M30sobeAhXNY8AKHQztCYsQ_BIIWzAR"" style=""height:160px""><img alt=""Map for East Manggarai Regency"" height=""160"" src=""/maps/vt/data=Oj1onpqrwrVH0w0KT5U4QFhLpKdxyAM5PGpAiVp6rc3wjsDF6JVXGUBBlbWBFjY51XlEAULxd3bW1cTIh3VA1C3V_m9bQemHaG6AWsQJ4xA5s87A6YbBR9nbt1Gel4mImaUJdyO7DK8PfX2DrHoKdL1Sv8hZNnxv-bXqzZhWqP5pv7-Jpst01bNn9V6OuaXPgc6ip8manJps6WSEIgLLgIcRaZ1-tszqrJMdEjVY_A"" title=""Map for East Manggarai Regency"" width=""260""/></a></div>]","-8.6206712,120.6199895",-8.6206712,120.6199895
233,Nagekeo,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=-8.6753545,121.3084088&amp;z=11&amp;ftid=0x2db292fdc3783889:0xc84f453b4f09cd&amp;q=Nagekeo+Regency,+East+Nusa+Tenggara,+Indonesia&amp;ved=0ahUKEwj7wID1sobeAhVsDcAKHf9FDF8Q_BIIUzAQ"" style=""height:160px""><img alt=""Map for Nagekeo"" height=""160"" src=""/maps/vt/data=GkNcUzuRvnLrNt8KpW8ZOzOSUzSnMAEZaokeGjC9Gjmw3CwLyqpihyykQHHkeuK7DNPPePn7cv_7kPCgmmNou7JibYQ3DK8SONEIAhbUPCr_i3pOiuQyUG_2GOc9YPNbtwfU47arqQu3D5sGaFdz1Ncpzckfmu8yKN7-4iViPSYxMbngIvtGR4BTYiBUlyPb4phraZgavupUDygenogxWFo4hsUQVtUiRu4qJpU"" title=""Map for Nagekeo"" width=""260""/></a></div>]","-8.6753545,121.3084088",-8.6753545,121.3084088
234,Ngada,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=-8.7430424,120.9876321&amp;z=10&amp;ftid=0x2db2fb5c9e7f2301:0x87832b44afe1554&amp;q=Ngada+Regency,+East+Nusa+Tenggara,+Indonesia&amp;ved=0ahUKEwjq1bD1sobeAhUXM8AKHfl6CXUQ_BIIWzAQ"" style=""height:160px""><img alt=""Map for Ngada Regency"" height=""160"" src=""/maps/vt/data=6BmLDwLTeRqbIsqPAoLv494mTnqDxR_HoyQQbKURms6__kl8MCD8bPGo0IazkhgVMLblH-eWA5HSKJPvcTTDGXdvZU4FmoQtiA9FRTMXNlOwZ-iA53ZWSBV74NQCaQRfelrd4jeX5Blvq01hPEIvueORLcnMsGjAStyaOdaNNa4QdIfVaK-8Z5pM_cox_YAQsBUK-hvIThgnfocDvfk2rXOpL-mCQyxfRh-ksUwL"" title=""Map for Ngada Regency"" width=""260""/></a></div>]","-8.7430424,120.9876321",-8.7430424,120.9876321
235,Rote Ndao,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=-10.7386421,123.1239049&amp;z=10&amp;ftid=0x2c512b7080bb9cf9:0x425cd2800d4612be&amp;q=Rote+Ndao+Regency,+East+Nusa+Tenggara,+Indonesia&amp;ved=0ahUKEwic-ez1sobeAhWHOsAKHfNyCS0Q_BIIXTAQ"" style=""height:160px""><img alt=""Map for Rote Ndao"" height=""160"" src=""/maps/vt/data=6PkZHCu8ixsSz9CG3kiAuO-ttSoWQAlMrMOMY-3EcOMG8pU78KgqFZ7IE5QfjMEZTdkAFi4Q5lgwkvuPv72_Qvsn8tfGLNNSPzsBw36wjcUR0x7W40qGNm7ey_APNAJ6IbrpKzi0dML_wf062mSRHzEDCdwkm4tnEzFuoLZHLJ-8owYiVG6qjueCWZcMVrMAliUTtoE4fsNp-nqYujcKRvRy7BZdbPD7M7Sh2FHEuA"" title=""Map for Rote Ndao"" width=""260""/></a></div>]","-10.7386421,123.1239049",-10.7386421,123.1239049
236,Sabu Raijua,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=-10.5541116,121.8334868&amp;z=10&amp;ftid=0x2c51e01abdbca9fd:0x2968bcc3ca39ab97&amp;q=Sabu+Raijua+Regency,+East+Nusa+Tenggara,+Indonesia&amp;ved=0ahUKEwiek6P2sobeAhXPbMAKHewDA1QQ_BIIUzAP"" style=""height:160px""><img alt=""Map for Sabu Raijua"" height=""160"" src=""/maps/vt/data=SMve_GbhtPIhjR2eCSeDlxx7gs_7NM9a2VVxqLcJYZjnKcUcQ0dJeC519P8TG88Llxq8lJ0QjgPVPBlzxGMRWhCsLjRxM7OyABczSv9LHZb4xYIXrElwXQe7EYdYRmsTTq_zGbtTOedlcRtcvkHB2EYmVYxXT2KVSe4M5sarqlwNs8K4R_xUHdt1HE2JSBueR0_VQIPZfbtqG_R2hfZsOLjoefZ3QxxwlGiYSGBVLA"" title=""Map for Sabu Raijua"" width=""260""/></a></div>]","-10.5541116,121.8334868",-10.5541116,121.8334868
237,Sikka,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=22.4276887,69.8418718&amp;z=14&amp;ftid=0x3957183f43430307:0x17965eb14a747473&amp;q=Sikka,+Gujarat,+India&amp;ved=0ahUKEwigjN72sobeAhXKCMAKHYqFCKUQ_BIIWjAL"" style=""height:160px""><img alt=""Map for Sikka, India"" height=""160"" src=""/maps/vt/data=i010kCgiZ1ZYSpQaJVoYLpdkWyzcv9Uz1-XtvmcQLw09F8oaF4AkkwwrmPM6HstvSjqHOqtTWGF2EaQu9DoBHgLUnUh44JfvoI9zJsmV4XVWwNV_z_uEch-ToZT5ZRtRF0X9oI3KP9lG9zld0GEnmrtg3BisLOlAdH97aIpQn7QPAtZWUQIMssyZif-3Hiw73Gre0p-YY7bkIm54tKIbnjDDePgDzi_YBWtrmGgEzQ"" title=""Map for Sikka, India"" width=""260""/></a></div>]","22.4276887,69.8418718",22.4276887,69.8418718
